No,Time,Replicate,media,OD,Strain
530,18,2,DM29 + Galactose,0.295099988,MS002
531,18,2,DM29 + Mucin Type II,0.244399965,MS002
532,18,2,DM29 + GlcNAc,0.534299999,MS002
533,18,2,DM29 + Sialic Acid,0.469900012,MS002
534,18,3,DM29,0.231000014,MS002
535,18,3,DM29 + Glucose,0.602899998,MS002
536,18,3,DM29 + Galactose,0.313700006,MS002
537,18,3,DM29 + Mucin Type II,0.253799975,MS002
538,18,3,DM29 + GlcNAc,0.529599994,MS002
539,18,3,DM29 + Sialic Acid,0.443300009,MS002
540,21,1,DM29,0.203300007,MS002
541,21,1,DM29 + Glucose,0.495900005,MS002
542,21,1,DM29 + Galactose,0.219999984,MS002
543,21,1,DM29 + Mucin Type II,0.342899978,MS002
544,21,1,DM29 + GlcNAc,0.470899969,MS002
545,21,1,DM29 + Sialic Acid,0.405399978,MS002
546,21,2,DM29,0.19290001,MS002
547,21,2,DM29 + Glucose,0.531200021,MS002
548,21,2,DM29 + Galactose,0.271300003,MS002
549,21,2,DM29 + Mucin Type II,0.324699998,MS002
550,21,2,DM29 + GlcNAc,0.485900015,MS002
551,21,2,DM29 + Sialic Acid,0.442600012,MS002
552,21,3,DM29,0.188800014,MS002
553,21,3,DM29 + Glucose,0.527200013,MS002
554,21,3,DM29 + Galactose,0.272699997,MS002
555,21,3,DM29 + Mucin Type II,0.316299975,MS002
556,21,3,DM29 + GlcNAc,0.506099969,MS002
557,21,3,DM29 + Sialic Acid,0.416100025,MS002
558,24,1,DM29,0.198899992,MS002
559,24,1,DM29 + Glucose,0.483199984,MS002
560,24,1,DM29 + Galactose,0.213300005,MS002
561,24,1,DM29 + Mucin Type II,0.363699973,MS002
562,24,1,DM29 + GlcNAc,0.217000008,MS002
563,24,1,DM29 + Sialic Acid,0.22420001,MS002
564,24,2,DM29,0.188800014,MS002
565,24,2,DM29 + Glucose,0.520599991,MS002
566,24,2,DM29 + Galactose,0.25379999,MS002
567,24,2,DM29 + Mucin Type II,0.351899981,MS002
568,24,2,DM29 + GlcNAc,0.220200002,MS002
569,24,2,DM29 + Sialic Acid,0.221100002,MS002
570,24,3,DM29,0.189599998,MS002
571,24,3,DM29 + Glucose,0.50970003,MS002
572,24,3,DM29 + Galactose,0.265299991,MS002
573,24,3,DM29 + Mucin Type II,0.34009999,MS002
574,24,3,DM29 + GlcNAc,0.271799982,MS002
575,24,3,DM29 + Sialic Acid,0.270099997,MS002
576,27,1,DM29,0.224300005,MS002
577,27,1,DM29 + Glucose,0.465999991,MS002
578,27,1,DM29 + Galactose,0.231199995,MS002
579,27,1,DM29 + Mucin Type II,0.366999984,MS002
580,27,1,DM29 + GlcNAc,0.130899996,MS002
581,27,1,DM29 + Sialic Acid,0.119800001,MS002
582,27,2,DM29,0.200499989,MS002
583,27,2,DM29 + Glucose,0.480399996,MS002
584,27,2,DM29 + Galactose,0.258400008,MS002
585,27,2,DM29 + Mucin Type II,0.355300009,MS002
586,27,2,DM29 + GlcNAc,0.133899987,MS002
587,27,2,DM29 + Sialic Acid,0.123500004,MS002
588,27,3,DM29,0.213900007,MS002
589,27,3,DM29 + Glucose,0.503299981,MS002
590,27,3,DM29 + Galactose,0.265099987,MS002
591,27,3,DM29 + Mucin Type II,0.344699979,MS002
592,27,3,DM29 + GlcNAc,0.141299993,MS002
593,27,3,DM29 + Sialic Acid,0.130300015,MS002
594,30,1,DM29,0.213299997,MS002
595,30,1,DM29 + Glucose,0.252099991,MS002
596,30,1,DM29 + Galactose,0.216299996,MS002
597,30,1,DM29 + Mucin Type II,0.369899988,MS002
598,30,1,DM29 + GlcNAc,0.1171,MS002
599,30,1,DM29 + Sialic Acid,0.098200008,MS002
600,30,2,DM29,0.183000006,MS002
601,30,2,DM29 + Glucose,0.232500017,MS002
602,30,2,DM29 + Galactose,0.243399993,MS002
603,30,2,DM29 + Mucin Type II,0.358999967,MS002
604,30,2,DM29 + GlcNAc,0.120099992,MS002
605,30,2,DM29 + Sialic Acid,0.104300007,MS002
606,30,3,DM29,0.205399997,MS002
607,30,3,DM29 + Glucose,0.310900003,MS002
608,30,3,DM29 + Galactose,0.243399993,MS002
609,30,3,DM29 + Mucin Type II,0.343299985,MS002
610,30,3,DM29 + GlcNAc,0.122500002,MS002
611,30,3,DM29 + Sialic Acid,0.102200001,MS002
612,33,1,DM29,0.222700007,MS002
613,33,1,DM29 + Glucose,0.153300017,MS002
614,33,1,DM29 + Galactose,0.201199994,MS002
615,33,1,DM29 + Mucin Type II,0.38409996,MS002
616,33,1,DM29 + GlcNAc,0.110799998,MS002
617,33,1,DM29 + Sialic Acid,0.094400004,MS002
618,33,2,DM29,0.193899997,MS002
619,33,2,DM29 + Glucose,0.157099992,MS002
620,33,2,DM29 + Galactose,0.232099995,MS002
621,33,2,DM29 + Mucin Type II,0.372099996,MS002
622,33,2,DM29 + GlcNAc,0.113799989,MS002
623,33,2,DM29 + Sialic Acid,0.100200012,MS002
624,33,3,DM29,0.214199997,MS002
625,33,3,DM29 + Glucose,0.167899996,MS002
626,33,3,DM29 + Galactose,0.247199997,MS002
627,33,3,DM29 + Mucin Type II,0.362299979,MS002
628,33,3,DM29 + GlcNAc,0.114399999,MS002
629,33,3,DM29 + Sialic Acid,0.096600011,MS002
630,36,1,DM29,0.195200004,MS002
631,36,1,DM29 + Glucose,0.134600013,MS002
632,36,1,DM29 + Galactose,0.181999996,MS002
633,36,1,DM29 + Mucin Type II,0.384899974,MS002
634,36,1,DM29 + GlcNAc,0.105299994,MS002
635,36,1,DM29 + Sialic Acid,0.090599999,MS002
636,36,2,DM29,0.182199992,MS002
637,36,2,DM29 + Glucose,0.141900003,MS002
638,36,2,DM29 + Galactose,0.206100002,MS002
639,36,2,DM29 + Mucin Type II,0.379999995,MS002
640,36,2,DM29 + GlcNAc,0.108099997,MS002
641,36,2,DM29 + Sialic Acid,0.095500007,MS002
642,36,3,DM29,0.191499986,MS002
643,36,3,DM29 + Glucose,0.141900003,MS002
644,36,3,DM29 + Galactose,0.209099993,MS002
645,36,3,DM29 + Mucin Type II,0.363399982,MS002
646,36,3,DM29 + GlcNAc,0.108899996,MS002
647,36,3,DM29 + Sialic Acid,0.091200009,MS002
648,39,1,DM29,0.215900011,MS002
649,39,1,DM29 + Glucose,0.128800005,MS002
650,39,1,DM29 + Galactose,0.198699996,MS002
651,39,1,DM29 + Mucin Type II,0.370799959,MS002
652,39,1,DM29 + GlcNAc,0.102799997,MS002
653,39,1,DM29 + Sialic Acid,0.091400012,MS002
654,39,2,DM29,0.197200008,MS002
655,39,2,DM29 + Glucose,0.135500014,MS002
656,39,2,DM29 + Galactose,0.220700011,MS002
657,39,2,DM29 + Mucin Type II,0.377099991,MS002
658,39,2,DM29 + GlcNAc,0.105799988,MS002
659,39,2,DM29 + Sialic Acid,0.09480001,MS002
660,39,3,DM29,0.215000011,MS002
661,39,3,DM29 + Glucose,0.134000003,MS002
662,39,3,DM29 + Galactose,0.2262,MS002
663,39,3,DM29 + Mucin Type II,0.35679996,MS002
664,39,3,DM29 + GlcNAc,0.106199995,MS002
665,39,3,DM29 + Sialic Acid,0.091100007,MS002
666,42,1,DM29,0.23929999,MS002
667,42,1,DM29 + Glucose,0.123400003,MS002
668,42,1,DM29 + Galactose,0.214200005,MS002
669,42,1,DM29 + Mucin Type II,0.332799971,MS002
670,42,1,DM29 + GlcNAc,0.099799991,MS002
671,42,1,DM29 + Sialic Acid,0.091900006,MS002
672,42,2,DM29,0.213299997,MS002
673,42,2,DM29 + Glucose,0.129900008,MS002
674,42,2,DM29 + Galactose,0.23740001,MS002
675,42,2,DM29 + Mucin Type II,0.324299991,MS002
676,42,2,DM29 + GlcNAc,0.10239999,MS002
677,42,2,DM29 + Sialic Acid,0.092100009,MS002
678,42,3,DM29,0.227299996,MS002
679,42,3,DM29 + Glucose,0.128300011,MS002
680,42,3,DM29 + Galactose,0.223799989,MS002
681,42,3,DM29 + Mucin Type II,0.345200002,MS002
682,42,3,DM29 + GlcNAc,0.103499994,MS002
683,42,3,DM29 + Sialic Acid,0.088300005,MS002
684,45,1,DM29,0.22959999,MS002
685,45,1,DM29 + Glucose,0.120900005,MS002
686,45,1,DM29 + Galactose,0.205099985,MS002
687,45,1,DM29 + Mucin Type II,0.323199987,MS002
688,45,1,DM29 + GlcNAc,0.098099992,MS002
689,45,1,DM29 + Sialic Acid,0.09830001,MS002
690,45,2,DM29,0.207100011,MS002
691,45,2,DM29 + Glucose,0.127400011,MS002
692,45,2,DM29 + Galactose,0.212400004,MS002
693,45,2,DM29 + Mucin Type II,0.318300009,MS002
694,45,2,DM29 + GlcNAc,0.100799993,MS002
695,45,2,DM29 + Sialic Acid,0.093500003,MS002
696,45,3,DM29,0.213099994,MS002
697,45,3,DM29 + Glucose,0.12529999,MS002
698,45,3,DM29 + Galactose,0.209599987,MS002
699,45,3,DM29 + Mucin Type II,0.321099997,MS002
700,45,3,DM29 + GlcNAc,0.10149999,MS002
701,45,3,DM29 + Sialic Acid,0.090000004,MS002
702,48,1,DM29,0.235800006,MS002
703,48,1,DM29 + Glucose,0.119800001,MS002
704,48,1,DM29 + Galactose,0.210499987,MS002
705,48,1,DM29 + Mucin Type II,0.328299999,MS002
706,48,1,DM29 + GlcNAc,0.097899988,MS002
707,48,1,DM29 + Sialic Acid,0.105500013,MS002
708,48,2,DM29,0.21989999,MS002
709,48,2,DM29 + Glucose,0.125100017,MS002
710,48,2,DM29 + Galactose,0.224300012,MS002
711,48,2,DM29 + Mucin Type II,0.297100008,MS002
712,48,2,DM29 + GlcNAc,0.100999996,MS002
713,48,2,DM29 + Sialic Acid,0.098500013,MS002
714,48,3,DM29,0.232699998,MS002
715,48,3,DM29 + Glucose,0.123300016,MS002
716,48,3,DM29 + Galactose,0.223499998,MS002
717,48,3,DM29 + Mucin Type II,0.340299964,MS002
718,48,3,DM29 + GlcNAc,0.101399988,MS002
719,48,3,DM29 + Sialic Acid,0.088,MS002
720,51,1,DM29,0.207400002,MS002
721,51,1,DM29 + Glucose,0.117200002,MS002
722,51,1,DM29 + Galactose,0.205200002,MS002
723,51,1,DM29 + Mucin Type II,0.345299959,MS002
724,51,1,DM29 + GlcNAc,0.095899999,MS002
725,51,1,DM29 + Sialic Acid,0.090100005,MS002
726,51,2,DM29,0.212100007,MS002
727,51,2,DM29 + Glucose,0.122500002,MS002
728,51,2,DM29 + Galactose,0.223900005,MS002
729,51,2,DM29 + Mucin Type II,0.320299983,MS002
730,51,2,DM29 + GlcNAc,0.101399988,MS002
731,51,2,DM29 + Sialic Acid,0.096400008,MS002
732,51,3,DM29,0.226899989,MS002
733,51,3,DM29 + Glucose,0.120800018,MS002
734,51,3,DM29 + Galactose,0.214900002,MS002
735,51,3,DM29 + Mucin Type II,0.363900006,MS002
736,51,3,DM29 + GlcNAc,0.101999998,MS002
737,51,3,DM29 + Sialic Acid,0.086199999,MS002
738,54,1,DM29,0.1659,MS002
739,54,1,DM29 + Glucose,0.115600005,MS002
740,54,1,DM29 + Galactose,0.209999994,MS002
741,54,1,DM29 + Mucin Type II,0.360899985,MS002
742,54,1,DM29 + GlcNAc,0.1435,MS002
743,54,1,DM29 + Sialic Acid,0.078100011,MS002
744,54,2,DM29,0.198100008,MS002
745,54,2,DM29 + Glucose,0.121899992,MS002
746,54,2,DM29 + Galactose,0.235600009,MS002
747,54,2,DM29 + Mucin Type II,0.404599965,MS002
748,54,2,DM29 + GlcNAc,0.099299997,MS002
749,54,2,DM29 + Sialic Acid,0.09830001,MS002
750,54,3,DM29,0.220700003,MS002
751,54,3,DM29 + Glucose,0.120099992,MS002
752,54,3,DM29 + Galactose,0.224399999,MS002
753,54,3,DM29 + Mucin Type II,0.380299985,MS002
754,54,3,DM29 + GlcNAc,0.10239999,MS002
755,54,3,DM29 + Sialic Acid,0.082500011,MS002
756,57,1,DM29,0.127500005,MS002
757,57,1,DM29 + Glucose,0.118900001,MS002
758,57,1,DM29 + Galactose,0.223000005,MS002
759,57,1,DM29 + Mucin Type II,0.34920001,MS002
760,57,1,DM29 + GlcNAc,0.132999986,MS002
761,57,1,DM29 + Sialic Acid,0.082400009,MS002
762,57,2,DM29,0.182500012,MS002
763,57,2,DM29 + Glucose,0.119599998,MS002
764,57,2,DM29 + Galactose,0.241199985,MS002
765,57,2,DM29 + Mucin Type II,0.399199963,MS002
766,57,2,DM29 + GlcNAc,0.0986,MS002
767,57,2,DM29 + Sialic Acid,0.103,MS002
768,57,3,DM29,0.208300002,MS002
769,57,3,DM29 + Glucose,0.116999999,MS002
770,57,3,DM29 + Galactose,0.225799993,MS002
771,57,3,DM29 + Mucin Type II,0.319700003,MS002
772,57,3,DM29 + GlcNAc,0.112199992,MS002
773,57,3,DM29 + Sialic Acid,0.070500001,MS002
774,60,1,DM29,0.098799996,MS002
775,60,1,DM29 + Glucose,0.13319999,MS002
776,60,1,DM29 + Galactose,0.210499987,MS002
777,60,1,DM29 + Mucin Type II,0.324199975,MS002
778,60,1,DM29 + GlcNAc,0.192099989,MS002
779,60,1,DM29 + Sialic Acid,0.092000008,MS002
780,60,2,DM29,0.143799998,MS002
781,60,2,DM29 + Glucose,0.118200004,MS002
782,60,2,DM29 + Galactose,0.224300012,MS002
783,60,2,DM29 + Mucin Type II,0.280799985,MS002
784,60,2,DM29 + GlcNAc,0.112199992,MS002
785,60,2,DM29 + Sialic Acid,0.091100007,MS002
786,60,3,DM29,0.178099997,MS002
787,60,3,DM29 + Glucose,0.118900001,MS002
788,60,3,DM29 + Galactose,0.215500012,MS002
789,60,3,DM29 + Mucin Type II,0.146399975,MS002
790,60,3,DM29 + GlcNAc,0.146899998,MS002
791,60,3,DM29 + Sialic Acid,0.059500009,MS002
792,63,1,DM29,0.087299995,MS002
793,63,1,DM29 + Glucose,0.136600018,MS002
794,63,1,DM29 + Galactose,0.223400012,MS002
795,63,1,DM29 + Mucin Type II,0.268899977,MS002
796,63,1,DM29 + GlcNAc,0.216499984,MS002
797,63,1,DM29 + Sialic Acid,0.152200013,MS002
798,63,2,DM29,0.182599999,MS002
799,63,2,DM29 + Glucose,0.120099992,MS002
800,63,2,DM29 + Galactose,0.235799983,MS002
801,63,2,DM29 + Mucin Type II,0.218899965,MS002
802,63,2,DM29 + GlcNAc,0.113699988,MS002
803,63,2,DM29 + Sialic Acid,0.125499994,MS002
804,63,3,DM29,0.152899988,MS002
805,63,3,DM29 + Glucose,0.127099991,MS002
806,63,3,DM29 + Galactose,0.22649999,MS002
807,63,3,DM29 + Mucin Type II,0.1602,MS002
808,63,3,DM29 + GlcNAc,0.141000003,MS002
809,63,3,DM29 + Sialic Acid,0.064600006,MS002
810,66,1,DM29,0.074299999,MS002
811,66,1,DM29 + Glucose,0.111600012,MS002
812,66,1,DM29 + Galactose,0.195200011,MS002
813,66,1,DM29 + Mucin Type II,0.168499976,MS002
814,66,1,DM29 + GlcNAc,0.203500003,MS002
815,66,1,DM29 + Sialic Acid,0.198900014,MS002
816,66,2,DM29,0.097700007,MS002
817,66,2,DM29 + Glucose,0.162299991,MS002
818,66,2,DM29 + Galactose,0.202799991,MS002
819,66,2,DM29 + Mucin Type II,0.145799995,MS002
820,66,2,DM29 + GlcNAc,0.114799991,MS002
821,66,2,DM29 + Sialic Acid,0.171200007,MS002
822,66,3,DM29,0.287400015,MS002
823,66,3,DM29 + Glucose,0.212700009,MS002
824,66,3,DM29 + Galactose,0.194800004,MS002
825,66,3,DM29 + Mucin Type II,0.264999986,MS002
826,66,3,DM29 + GlcNAc,0.189899981,MS002
827,66,3,DM29 + Sialic Acid,0.209300011,MS002
828,0,1,DM29,0.020199999,MS004
829,0,1,DM29 + Glucose,0.0317,MS004
830,0,1,DM29 + Galactose,0.018399999,MS004
831,0,1,DM29 + Mucin Type II,0.014400005,MS004
832,0,1,DM29 + GlcNAc,0.023800001,MS004
833,0,1,DM29 + Sialic Acid,0.019299999,MS004
834,0,2,DM29,0.020300001,MS004
835,0,2,DM29 + Glucose,0.019299999,MS004
836,0,2,DM29 + Galactose,0.02319999,MS004
837,0,2,DM29 + Mucin Type II,0.006799996,MS004
838,0,2,DM29 + GlcNAc,0.019999996,MS004
839,0,2,DM29 + Sialic Acid,0.01789999,MS004
840,0,3,DM29,0.023699999,MS004
841,0,3,DM29 + Glucose,0.023000002,MS004
842,0,3,DM29 + Galactose,0.022099987,MS004
843,0,3,DM29 + Mucin Type II,0.014200002,MS004
844,0,3,DM29 + GlcNAc,0.021400005,MS004
845,0,3,DM29 + Sialic Acid,0.019199997,MS004
846,3,1,DM29,0.016399995,MS004
847,3,1,DM29 + Glucose,0.027999997,MS004
848,3,1,DM29 + Galactose,0.01259999,MS004
849,3,1,DM29 + Mucin Type II,0.000499994,MS004
850,3,1,DM29 + GlcNAc,0.024499998,MS004
851,3,1,DM29 + Sialic Acid,0.012799993,MS004
852,3,2,DM29,0.019999996,MS004
853,3,2,DM29 + Glucose,0.020500004,MS004
854,3,2,DM29 + Galactose,0.015699998,MS004
855,3,2,DM29 + Mucin Type II,-0.004599988,MS004
856,3,2,DM29 + GlcNAc,0.021500006,MS004
857,3,2,DM29 + Sialic Acid,0.015000001,MS004
858,3,3,DM29,0.019700006,MS004
859,3,3,DM29 + Glucose,0.022500008,MS004
860,3,3,DM29 + Galactose,0.017199993,MS004
861,3,3,DM29 + Mucin Type II,0.001500011,MS004
862,3,3,DM29 + GlcNAc,0.020899996,MS004
863,3,3,DM29 + Sialic Acid,0.017399996,MS004
864,6,1,DM29,0.027400002,MS004
865,6,1,DM29 + Glucose,0.0942,MS004
866,6,1,DM29 + Galactose,0.010799989,MS004
867,6,1,DM29 + Mucin Type II,-0.000499994,MS004
868,6,1,DM29 + GlcNAc,0.111400008,MS004
869,6,1,DM29 + Sialic Acid,0.039999992,MS004
870,6,2,DM29,0.0308,MS004
871,6,2,DM29 + Glucose,0.087799996,MS004
872,6,2,DM29 + Galactose,0.014099985,MS004
873,6,2,DM29 + Mucin Type II,-0.005600005,MS004
874,6,2,DM29 + GlcNAc,0.104300007,MS004
875,6,2,DM29 + Sialic Acid,0.039999992,MS004
876,6,3,DM29,0.032700002,MS004
877,6,3,DM29 + Glucose,0.091600001,MS004
878,6,3,DM29 + Galactose,0.015499994,MS004
879,6,3,DM29 + Mucin Type II,0.000400007,MS004
880,6,3,DM29 + GlcNAc,0.094799995,MS004
881,6,3,DM29 + Sialic Acid,0.038499996,MS004
882,9,1,DM29,0.153399989,MS004
883,9,1,DM29 + Glucose,0.691400021,MS004
884,9,1,DM29 + Galactose,0.0123,MS004
885,9,1,DM29 + Mucin Type II,-0.003800005,MS004
886,9,1,DM29 + GlcNAc,0.688199997,MS004
887,9,1,DM29 + Sialic Acid,0.447799996,MS004
888,9,2,DM29,0.179200008,MS004
889,9,2,DM29 + Glucose,0.729000002,MS004
890,9,2,DM29 + Galactose,0.016199991,MS004
891,9,2,DM29 + Mucin Type II,-0.006999999,MS004
892,9,2,DM29 + GlcNAc,0.708800018,MS004
893,9,2,DM29 + Sialic Acid,0.436700001,MS004
894,9,3,DM29,0.180100009,MS004
895,9,3,DM29 + Glucose,0.738800019,MS004
896,9,3,DM29 + Galactose,0.017999992,MS004
897,9,3,DM29 + Mucin Type II,-0.001300007,MS004
898,9,3,DM29 + GlcNAc,0.703299999,MS004
899,9,3,DM29 + Sialic Acid,0.413499966,MS004
900,12,1,DM29,0.213399991,MS004
901,12,1,DM29 + Glucose,0.820400029,MS004
902,12,1,DM29 + Galactose,0.055699989,MS004
903,12,1,DM29 + Mucin Type II,-0.005299985,MS004
904,12,1,DM29 + GlcNAc,0.645799994,MS004
905,12,1,DM29 + Sialic Acid,0.672999993,MS004
906,12,2,DM29,0.240899995,MS004
907,12,2,DM29 + Glucose,0.81310001,MS004
908,12,2,DM29 + Galactose,0.072199985,MS004
909,12,2,DM29 + Mucin Type II,-0.009200007,MS004
910,12,2,DM29 + GlcNAc,0.651199996,MS004
911,12,2,DM29 + Sialic Acid,0.641999975,MS004
912,12,3,DM29,0.250500008,MS004
913,12,3,DM29 + Glucose,0.824200004,MS004
914,12,3,DM29 + Galactose,0.060199991,MS004
915,12,3,DM29 + Mucin Type II,-0.003899991,MS004
916,12,3,DM29 + GlcNAc,0.660300016,MS004
917,12,3,DM29 + Sialic Acid,0.649599984,MS004
918,15,1,DM29,0.209099993,MS004
919,15,1,DM29 + Glucose,0.70479998,MS004
920,15,1,DM29 + Galactose,0.241600007,MS004
921,15,1,DM29 + Mucin Type II,-0.005199999,MS004
922,15,1,DM29 + GlcNAc,0.577199995,MS004
923,15,1,DM29 + Sialic Acid,0.632299974,MS004
924,15,2,DM29,0.244299993,MS004
925,15,2,DM29 + Glucose,0.708200008,MS004
926,15,2,DM29 + Galactose,0.268999994,MS004
927,15,2,DM29 + Mucin Type II,-0.0097,MS004
928,15,2,DM29 + GlcNAc,0.581799984,MS004
929,15,2,DM29 + Sialic Acid,0.604500011,MS004
930,15,3,DM29,0.2553,MS004
931,15,3,DM29 + Glucose,0.718400031,MS004
932,15,3,DM29 + Galactose,0.251699984,MS004
933,15,3,DM29 + Mucin Type II,-0.003699988,MS004
934,15,3,DM29 + GlcNAc,0.59009999,MS004
935,15,3,DM29 + Sialic Acid,0.612199977,MS004
936,18,1,DM29,0.20889999,MS004
937,18,1,DM29 + Glucose,0.597900003,MS004
938,18,1,DM29 + Galactose,0.290999979,MS004
939,18,1,DM29 + Mucin Type II,0.034000009,MS004
940,18,1,DM29 + GlcNAc,0.55370003,MS004
941,18,1,DM29 + Sialic Acid,0.538699999,MS004
942,18,2,DM29,0.244600013,MS004
943,18,2,DM29 + Glucose,0.603000015,MS004
944,18,2,DM29 + Galactose,0.301799983,MS004
945,18,2,DM29 + Mucin Type II,0.007699996,MS004
946,18,2,DM29 + GlcNAc,0.559199989,MS004
947,18,2,DM29 + Sialic Acid,0.515000001,MS004
948,18,3,DM29,0.257700011,MS004
949,18,3,DM29 + Glucose,0.611700028,MS004
950,18,3,DM29 + Galactose,0.296099991,MS004
951,18,3,DM29 + Mucin Type II,0.005899996,MS004
952,18,3,DM29 + GlcNAc,0.570100009,MS004
953,18,3,DM29 + Sialic Acid,0.516500011,MS004
954,21,1,DM29,0.192599997,MS004
955,21,1,DM29 + Glucose,0.572299987,MS004
956,21,1,DM29 + Galactose,0.276899993,MS004
957,21,1,DM29 + Mucin Type II,0.257100016,MS004
958,21,1,DM29 + GlcNAc,0.531799972,MS004
959,21,1,DM29 + Sialic Acid,0.512099996,MS004
960,21,2,DM29,0.225200012,MS004
961,21,2,DM29 + Glucose,0.576800019,MS004
962,21,2,DM29 + Galactose,0.299099982,MS004
963,21,2,DM29 + Mucin Type II,0.188699991,MS004
964,21,2,DM29 + GlcNAc,0.536199987,MS004
965,21,2,DM29 + Sialic Acid,0.484200016,MS004
966,21,3,DM29,0.240899995,MS004
967,21,3,DM29 + Glucose,0.583799988,MS004
968,21,3,DM29 + Galactose,0.294699997,MS004
969,21,3,DM29 + Mucin Type II,0.17960003,MS004
970,21,3,DM29 + GlcNAc,0.550999999,MS004
971,21,3,DM29 + Sialic Acid,0.489399984,MS004
972,24,1,DM29,0.184299991,MS004
973,24,1,DM29 + Glucose,0.567599982,MS004
974,24,1,DM29 + Galactose,0.25729999,MS004
975,24,1,DM29 + Mucin Type II,0.338200003,MS004
976,24,1,DM29 + GlcNAc,0.450699985,MS004
977,24,1,DM29 + Sialic Acid,0.492299989,MS004
978,24,2,DM29,0.219400003,MS004
979,24,2,DM29 + Glucose,0.571199983,MS004
980,24,2,DM29 + Galactose,0.27699998,MS004
981,24,2,DM29 + Mucin Type II,0.273300022,MS004
982,24,2,DM29 + GlcNAc,0.449000001,MS004
983,24,2,DM29 + Sialic Acid,0.465999976,MS004
984,24,3,DM29,0.235400006,MS004
985,24,3,DM29 + Glucose,0.575199992,MS004
986,24,3,DM29 + Galactose,0.279499978,MS004
987,24,3,DM29 + Mucin Type II,0.273600012,MS004
988,24,3,DM29 + GlcNAc,0.479300022,MS004
989,24,3,DM29 + Sialic Acid,0.471699968,MS004
990,27,1,DM29,0.181500003,MS004
991,27,1,DM29 + Glucose,0.56189999,MS004
992,27,1,DM29 + Galactose,0.240799993,MS004
993,27,1,DM29 + Mucin Type II,0.334799975,MS004
994,27,1,DM29 + GlcNAc,0.271100014,MS004
995,27,1,DM29 + Sialic Acid,0.357500002,MS004
996,27,2,DM29,0.215800002,MS004
997,27,2,DM29 + Glucose,0.567000002,MS004
998,27,2,DM29 + Galactose,0.264999986,MS004
999,27,2,DM29 + Mucin Type II,0.289500028,MS004
1000,27,2,DM29 + GlcNAc,0.269600004,MS004
1001,27,2,DM29 + Sialic Acid,0.337799981,MS004
1002,27,3,DM29,0.234799996,MS004
1003,27,3,DM29 + Glucose,0.569700032,MS004
1004,27,3,DM29 + Galactose,0.269299984,MS004
1005,27,3,DM29 + Mucin Type II,0.295399994,MS004
1006,27,3,DM29 + GlcNAc,0.305900007,MS004
1007,27,3,DM29 + Sialic Acid,0.374499992,MS004
1008,30,1,DM29,0.174999997,MS004
1009,30,1,DM29 + Glucose,0.509300023,MS004
1010,30,1,DM29 + Galactose,0.228599995,MS004
1011,30,1,DM29 + Mucin Type II,0.3389,MS004
1012,30,1,DM29 + GlcNAc,0.153100014,MS004
1013,30,1,DM29 + Sialic Acid,0.210999981,MS004
1014,30,2,DM29,0.213700011,MS004
1015,30,2,DM29 + Glucose,0.515100032,MS004
1016,30,2,DM29 + Galactose,0.24969998,MS004
1017,30,2,DM29 + Mucin Type II,0.30310002,MS004
1018,30,2,DM29 + GlcNAc,0.155600011,MS004
1019,30,2,DM29 + Sialic Acid,0.193700001,MS004
1020,30,3,DM29,0.230299994,MS004
1021,30,3,DM29 + Glucose,0.514000028,MS004
1022,30,3,DM29 + Galactose,0.25819999,MS004
1023,30,3,DM29 + Mucin Type II,0.306300014,MS004
1024,30,3,DM29 + GlcNAc,0.171900004,MS004
1025,30,3,DM29 + Sialic Acid,0.225500002,MS004
1026,33,1,DM29,0.170900002,MS004
1027,33,1,DM29 + Glucose,0.379500002,MS004
1028,33,1,DM29 + Galactose,0.226599991,MS004
1029,33,1,DM29 + Mucin Type II,0.359599978,MS004
1030,33,1,DM29 + GlcNAc,0.116600007,MS004
1031,33,1,DM29 + Sialic Acid,0.138600007,MS004
1032,33,2,DM29,0.216900006,MS004
1033,33,2,DM29 + Glucose,0.380499989,MS004
1034,33,2,DM29 + Galactose,0.238799989,MS004
1035,33,2,DM29 + Mucin Type II,0.323299974,MS004
1036,33,2,DM29 + GlcNAc,0.118100002,MS004
1037,33,2,DM29 + Sialic Acid,0.126200005,MS004
1038,33,3,DM29,0.222800002,MS004
1039,33,3,DM29 + Glucose,0.38350001,MS004
1040,33,3,DM29 + Galactose,0.251800001,MS004
1041,33,3,DM29 + Mucin Type II,0.328099996,MS004
1042,33,3,DM29 + GlcNAc,0.122500002,MS004
1043,33,3,DM29 + Sialic Acid,0.143600002,MS004
1044,36,1,DM29,0.160599992,MS004
1045,36,1,DM29 + Glucose,0.274399996,MS004
1046,36,1,DM29 + Galactose,0.220799982,MS004
1047,36,1,DM29 + Mucin Type II,0.369399995,MS004
1048,36,1,DM29 + GlcNAc,0.103,MS004
1049,36,1,DM29 + Sialic Acid,0.11209999,MS004
1050,36,2,DM29,0.213000014,MS004
1051,36,2,DM29 + Glucose,0.274100006,MS004
1052,36,2,DM29 + Galactose,0.24179998,MS004
1053,36,2,DM29 + Mucin Type II,0.332900018,MS004
1054,36,2,DM29 + GlcNAc,0.105499998,MS004
1055,36,2,DM29 + Sialic Acid,0.1021,MS004
1056,36,3,DM29,0.223200008,MS004
1057,36,3,DM29 + Glucose,0.256099999,MS004
1058,36,3,DM29 + Galactose,0.250400007,MS004
